contenu,commentaire,tome,chapitre,scene,locuteur,characters,english,english_com
"— Tu as parlé à la fois comme le fils de ton père et de ta mère et comme le digne filleul de Sirius ! assura Dumbledore en exprimant son approbation par une petite tape sur l’épaule. Je te tire mon chapeau – ou tout au moins, je le ferais si je n’avais pas peur de te couvrir d’araignées.",,6,4,0,Albus Dumbledore,"Albus Dumbledore, Harry Potter, Lily Potter, James Potter, Sirius Black",,
"— Mais je ne pense pas me tromper en affirmant que tu n’as jamais raconté à personne que tu la connaissais en détail ?<br>— C’est vrai, répondit Harry.<br>— Une sage décision, dans l’ensemble, approuva Dumbledore. Je crois pourtant que tu pourrais faire une entorse à ce principe au bénéfice de tes amis, Mr Ronald Weasley et Miss Hermione Granger. Oui, poursuivit-il en voyant la réaction de surprise de Harry, je pense qu’ils devraient savoir. Tu leur rends un mauvais service en ne leur confiant pas quelque chose d’aussi important pour eux.",A propos de la prophétie,6,4,0,"Albus Dumbledore, Harry Potter","Albus Dumbledore, Harry Potter, Hermione Granger, Ron Weasley, Lord Voldemort",,
"— Comme dit le proverbe, attends donc d’avoir vu tes BUSE avant de les compter, répondit Dumbledore avec gravité.",,6,4,0,Albus Dumbledore,"Albus Dumbledore, Harry Potter",,
"— Très bien, dit Dumbledore qui poussa la porte de la cabane à balais et sortit dans le jardin. Je vois de la lumière dans la cuisine. Ne privons pas plus longtemps Molly d’une nouvelle occasion de déplorer à quel point tu es maigre.",,6,4,0,Albus Dumbledore,"Albus Dumbledore, Harry Potter, Molly Weasley",,
"Elle se retourna pour regarder une grande horloge posée de travers sur une pile de draps dans le panier de linge sale, au bout de la table. Harry la reconnut aussitôt : elle avait neuf aiguilles qui portaient chacune le nom d’un des membres de la famille ; en général, elle était accrochée au mur du salon mais à en juger par la place qu’elle occupait à présent, Mrs Weasley avait dû prendre l’habitude de l’emporter avec elle partout dans la maison. En cet instant, chacune de ses neuf aiguilles pointait sur « En danger de mort ».",,6,5,0,Narrateur,"Harry Potter, Molly Weasley, Arthur Weasley, Bill Weasley, Charlie Weasley, Percy Weasley, Fred Weasley, George Weasley, Ron Weasley, Ginny Weasley",,
"— Rien, rien du tout ! Et… heu… d’après toi, Slughorn a l’air d’un bon professeur ?<br>— Je ne sais pas, dit Harry. De toute façon, il ne peut pas être pire qu’Ombrage.<br>— Je connais quelqu’un de pire qu’Ombrage, lança une voix à la porte. [Ginny à propos de Fleur Delacour]",,6,5,0,"Harry Potter, Ginny Weasley, Hermione Granger","Harry Potter, Ginny Weasley, Hermione Granger, Fleur Delacour, Horace Slughorn, Dolores Ombrage",,
"— Sois raisonnable, aucun type sain d’esprit ne va préférer Tonks si Fleur est dans les parages [assura Ron]. D’accord, Tonks n’est pas mal, quand elle ne s’arrange pas le nez et les cheveux avec des trucs stupides, mais…<br>— Elle est sacrément plus agréable que Fleurk, l’interrompit Ginny.<br>— Et elle est plus intelligente, c’est une Auror ! lança Hermione dans son coin de mur.<br>— Fleur n’est pas bête du tout, elle a été choisie pour le Tournoi des Trois Sorciers, fit remarquer Harry.<br>— Tu ne vas pas t’y mettre aussi ! s’exclama Hermione d’un ton amer.<br>— J’imagine que tu aimes bien la façon dont Fleurk t’appelle « Arry » ? demanda Ginny d’un air méprisant.",,6,5,0,"Ron Weasley, Ginny Weasley, Hermione Granger, Harry Potter","Ron Weasley, Ginny Weasley, Hermione Granger, Harry Potter, Nymphadora Tonks, Fleur Delacour",,
"— Dumbledore affirme qu’on pardonne plus facilement aux autres d’avoir eu tort que d’avoir eu raison, déclara Hermione. Je l’ai entendu dire ça à ta mère, Ron.<br>— Tout à fait le genre de trucs dingues que peut raconter Dumbledore, commenta Ron.",,6,5,0,"Hermione Granger, Ron Weasley","Hermione Granger, Ron Weasley, Molly Weasley, Albus Dumbledore",,
"— Ça ne veut pas partir, dit Mrs Weasley d’un ton anxieux, penchée sur Hermione avec dans une main sa baguette magique et dans l’autre un exemplaire du Guide du guérisseur ouvert au chapitre « Contusions, coupures et écorchures ». Pourtant, ça marchait toujours, avant. Je n’y comprends rien.<br>— S’arranger pour qu’on ne puisse pas l’enlever, c’est ça l’idée que Fred et George se font d’une bonne plaisanterie, commenta Ginny.<br>— Mais il faut bien que ça s’en aille, gémit Hermione. Je ne vais quand même pas continuer à me promener comme ça !<br>— Ne t’inquiète pas, ma chérie, nous trouverons bien un antidote, assura Mrs Weasley d’un ton apaisant.<br>— Bill m’a raconté, c’est fou ce que Fred et George sont amusants ! dit Fleur avec un sourire serein.<br>— Oui, je m’étouffe de rire, répliqua sèchement Hermione.",A propos de la blessure d'Hermione à l'oeil causée par un faux télescope de Fred et George,6,5,0,"Molly Weasley, Ginny Weasley, Hermione Granger, Fleur Delacour","Molly Weasley, Ginny Weasley, Hermione Granger, Fleur Delacour, Fred Weasley, George Weasley, Bill Weasley",,
— Je n’ai raté que la divination et l’histoire de la magie mais qui donc s’y intéresse ? dit Ron à Harry d’un ton joyeux.,A propos des résultats des BUSE,6,5,0,Ron Weasley,"Ron Weasley, Harry Potter",,
"— Je savais que tu aurais le maximum en défense contre les forces du Mal, dit Ron qui donna à Harry un coup de poing sur l’épaule. On s’est bien débrouillés, non ?<br>— Bravo ! s’exclama Mrs Weasley avec fierté en ébouriffant les cheveux de Ron. Sept BUSE, c’est plus que ce que Fred et George ont jamais obtenu à eux deux !<br>— Et toi ? demanda timidement Ginny à Hermione qui leur tournait toujours le dos. Qu’est-ce que tu as eu ?<br>— Je… Ce n’est pas trop mal, répondit-elle d’une petite voix.<br>— Eh, arrête un peu, coupa Ron en s’avançant vers elle pour lui prendre ses résultats des mains. Ouais, c’est ça… dix « Optimal » et un « Effort exceptionnel » en défense contre les forces du Mal.<br>Il lui jeta un coup d’oeil, moitié amusé, moitié exaspéré.<br>— Tu dois être très déçue, non ?<br>Hermione hocha la tête et Harry éclata de rire.<br>— Eh bien, maintenant, nous allons préparer nos ASPIC ! dit Ron avec un sourire. Maman, il reste des saucisses ?",,6,5,0,"Ron Weasley, Molly Weasley, Ginny Weasley, Hermione Granger","Ron Weasley, Molly Weasley, Ginny Weasley, Hermione Granger, Harry Potter",,
"Il était étrange que ce soit un Mangemort déguisé qui ait été le premier à dire à Harry qu’il ferait un bon Auror, mais l’idée s’était emparée de lui et il n’arrivait pas à imaginer une autre carrière. En plus, il avait vu là une destinée toute tracée depuis qu’il avait entendu la prophétie, un mois plus tôt… « Aucun d’eux ne peut vivre tant que l’autre survit…» Ne se montrerait-il pas à la hauteur de la prophétie, ne se donnerait-il pas les meilleures chances de survivre, s’il rejoignait les rangs de ces sorciers d’exception dont la tâche consistait à trouver et à tuer Voldemort ?",,6,5,0,Narrateur,"Harry Potter, Bartemius Croupton Jr., Lord Voldemort",,
"— Maman, tu crois sincèrement que Tu-Sais-Qui va se cacher derrière une étagère chez Fleury et Bott ? ironisa Ron.<br>— Fortarôme et Ollivander sont sans doute en vacances ? répliqua Mrs Weasley, s’enflammant aussitôt.",,6,6,0,"Ron Weasley, Molly Weasley","Ron Weasley, Molly Weasley, Lord Voldemort, Florian Fortarôme, Garrick Ollivander",,
"— Ces temps-ci, il faut quatre heures de queue pour récupérer son or, tellement les gobelins ont renforcé leurs mesures de sécurité. Il y a deux jours, Arkie Philpott s’est fait enfoncer une Sonde de Sincérité dans le…",Bill à Harry et Ron,6,6,0,Bill Weasley,"Bill Weasley, Arkie Philpott",,
"— C’est fou ce qu’il pense aux autres, ronronna Fleur en caressant le nez de Bill avec adoration.<br>Derrière le dos de Fleur, Ginny fit semblant de vomir dans son bol de céréales. Harry s’étrangla en avalant des corn flakes de travers et Ron lui tapa dans le dos.",,6,6,0,Fleur Delacour,"Fleur Delacour, Harry Potter, Ginny Weasley, Ron Weasley, Bill Weasley",,
"— Si tu te demandes quelle est cette odeur, maman, je te signale qu’une Sang-de-Bourbe vient d’entrer ici, dit Drago Malefoy.",,6,6,0,Drago Malefoy,"Drago Malefoy, Hermione Granger, Narcissa Malefoy",,
"— Qui est-ce qui t’a collé un oeil au beurre noir, Granger, que je lui envoie des fleurs ?",Drago Malefoy à Hermione Granger à propos de sa blessure à l'oeil provoquée par le faux télexcope de Fred et George,6,6,0,Drago Malefoy,"Drago Malefoy, Hermione Granger",,
"Narcissa Malefoy eut un sourire déplaisant.<br>— Je constate qu’être le chouchou de Dumbledore vous a donné l’illusion que vous étiez invincible, Harry Potter. Mais Dumbledore ne sera pas toujours là pour vous protéger.<br>Harry jeta un regard moqueur autour de la boutique.<br>— Tiens… vous avez vu… il n’est pas là pour l’instant ! C’est le moment de tenter votre chance, non ? Peut-être qu’à Azkaban, ils vous trouveront une cellule double à partager avec votre mari vaincu !",,6,6,0,"Narcissa Malefoy, Harry Potter","Narcissa Malefoy, Harry Potter, Albus Dumbledore, Lucius Malefoy",,
"<center><i>Vous avez peur de Vous-Savez-Qui ?<br>Craignez plutôt<br>POUSSE-RIKIKI<br>le constipateur magique qui vous prend aux tripes !<br></center></i>Harry éclata de rire. Il entendit un faible gémissement à côté de lui et vit Mrs Weasley qui contemplait l’affiche, l’air interdit. Elle remuait les lèvres, en prononçant silencieusement le nom : Pousse-Rikiki.<br>— Ils vont se faire tuer dans leurs lits ! murmura-t-elle.<br>— Mais non ! dit Ron qui riait autant que Harry. C’est très drôle !",,6,6,0,"Fred Weasley, George Weasley, Molly Weasley, Ron Weasley","Fred Weasley, George Weasley, Molly Weasley, Ron Weasley, Lord Voldemort, Harry Potter",,
"— « Une simple incantation et vous entrerez dans un rêve éveillé de trente minutes, hautement réaliste et d’une exceptionnelle qualité, facile à utiliser dans un cours de durée moyenne et pratiquement indétectable (les effets secondaires peuvent entraîner un regard vide et une tendance à baver). Interdit à la vente aux moins de seize ans. » Tu sais, fit remarquer Hermione en levant les yeux vers Harry, c’est vraiment extraordinaire, comme magie !<br>— Pour avoir dit ça, lança une voix derrière eux, tu as droit à une boîte gratuite. [Fred]",,6,6,0,"Hermione Granger, Fred Weasley","Hermione Granger, Fred Weasley, George Weasley, Harry Potter",,
"— Ça te fera trois Gallions, neuf Mornilles et une Noise, annonça Fred en examinant les nombreuses boîtes que Ron portait dans les bras. Allonge la monnaie.<br>— Je suis ton frère !<br>— Et ce sont nos produits que tu essayes de piquer. Trois Gallions, neuf Mornilles, je te fais grâce de la Noise.<br>— Je n’ai pas trois Gallions, neuf Mornilles !<br>— Alors, tu remets tout ça où tu l’as pris et ne te trompe pas d’étagères.<br>Ron laissa tomber plusieurs boîtes, poussa un juron et adressa à Fred un geste grossier de la main, malheureusement surpris par Mrs Weasley qui avait choisi ce moment pour se montrer.<br>— Si je te vois encore faire ça, je te jette un sort qui te collera les doigts, lança-t-elle sèchement.",,6,6,0,"Fred Weasley, Ron Weasley, Molly Weasley","Fred Weasley, Ron Weasley, Molly Weasley",,
"— Ce collier est-il à vendre ? demanda-t-elle en s’arrêtant devant une vitrine.<br>— Oui, si vous disposez de mille cinq cents Gallions, répondit froidement Barjow.<br>— Oh… heu… non, je n’ai pas tout à fait assez, dit Hermione qui fit encore quelques pas. Et cette… charmante petite… heu… tête ?<br>— Seize Gallions.<br>— Ah, elle est donc à vendre ? Vous ne l’avez pas mise de côté pour… pour quelqu’un ?<br>Barjow la regarda en plissant les paupières. Harry eut la très désagréable impression qu’il savait exactement ce qu’Hermione avait en tête. Apparemment, elle aussi s’était sentie démasquée car elle décida soudain d’abandonner toute prudence.<br>— Voilà, en fait, le… heu… garçon qui vient de sortir de chez vous, Drago Malefoy, est un de mes amis et je voudrais lui acheter un cadeau pour son anniversaire, mais s’il a déjà fait mettre un objet de côté, je ne voudrais pas risquer de lui offrir la même chose, alors… heu…<br>Son histoire ne tenait pas debout, estima Harry, et de toute évidence, Barjow pensait la même chose.<br>— Dehors, ordonna-t-il sèchement. Sortez d’ici ! [...]<br>— Bah, dit Ron, en recouvrant Hermione de la cape. Ça valait la peine d’essayer mais tu as peut-être été un peu trop directe…<br>— Eh bien, la prochaine fois, tu me montreras comment on doit s’y prendre, monsieur le maître du Mystère ! répliqua Hermione d’un ton abrupt.",,6,6,0,"Hermione Granger, Mr Barjow, Ron Weasley","Hermione Granger, Mr Barjow, Ron Weasley",,
"— Quand nous étions sur le Chemin de Traverse…, commença Harry, mais Mr Weasley l’interrompit avec une grimace.<br>— Vais-je enfin apprendre où vous avez disparu, Ron, Hermione et toi, pendant que vous étiez censés vous trouver dans l’arrière-boutique ?<br>— Comment avez-vous…<br>— Harry, s’il te plaît, tu parles à l’homme qui a élevé Fred et George.",,6,7,0,"Harry Potter, Arthur Weasley","Harry Potter, Arthur Weasley, Fred Weasley, George Weasley, Ron Weasley, Hermione Granger",,
"— J’aimais beaucoup l’A.D. ! J’ai appris des quantités de choses avec toi ! [Neville]<br>— Moi aussi, j’étais contente d’aller aux réunions, dit Luna d’un ton serein. J’avais l’impression d’avoir des amis.<br>C’était l’une de ces remarques gênantes que Luna lançait souvent et qui provoquait chez Harry un mélange déchirant de pitié et d’embarras.",,6,7,0,"Neville Londubat, Luna Lovegood","Neville Londubat, Harry Potter, Luna Lovegood",,
